Company,Country,Fossil Free Funds: Coal screen,Fossil Free Funds: Oil / gas screen,Fossil Free Funds: Macroclimate30 coal-fired utility screen,Fossil Free Funds: Fossil-fired utility screen,Fossil Free Funds: Clean200 screen,Deforestation Free Funds: Producer screen,Deforestation Free Funds: Financier screen,Deforestation Free Funds: Consumer brand screen,Deforestation Free Funds: Palm oil producer screen,Deforestation Free Funds: Palm oil consumer brand screen,Deforestation Free Funds: Paper / pulp producer screen,Deforestation Free Funds: Paper / pulp consumer brand screen,Deforestation Free Funds: Rubber producer screen,Deforestation Free Funds: Rubber consumer brand screen,Deforestation Free Funds: Timber producer screen,Deforestation Free Funds: Timber consumer brand screen,Deforestation Free Funds: Cattle producer screen,Deforestation Free Funds: Cattle consumer brand screen,Deforestation Free Funds: Soy producer screen,Deforestation Free Funds: Soy consumer brand screen,Weapons Free Funds: Major military contractor screen,Weapons Free Funds: Cluster munitions / landmines screen,Weapons Free Funds: Nuclear weapons screen,Gun Free Funds: Gun manufacturers screen,Gun Free Funds: Gun retailers screen,Tobacco Free Funds: Tobacco producers screen,Tobacco Free Funds: Tobacco-promoting entertainment companies screen,Gender Equality Funds: Has Equileap gender equality score,CreatedDate,Prison Free Funds: Prison industry screen,Prison Free Funds: Border industry screen,Prison Free Funds: Higher risk screen,Prison Free Funds: Private prison operators screen,Fossil Free Funds: Fossil fuel finance screen,Fossil Free Funds: Fossil fuel finance risk score,Fossil Free Funds: Fossil fuel insurance screen,Fossil Free Funds: Fossil fuel insurance risk score,Ticker,Stock_Price,ESGScore
Nexity SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, NNXXY,9.199999809,0.396825397
Orange SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, FNCTF,12.72000027,0.396825397
Orpea SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, ORPEF,132,0.396825397
Pernod Ricard SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, PDRDF,208.8200073,0.396825397
Plastic Omnium,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, EZM,53.79999924,0.396825397
Publicis Groupe SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, PGPEF,65.77999878,0.396825397
Remy Cointreau,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, REMYF,202.5800018,0.396825397
Renault SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, RNLSY,8.199999809,0.396825397
Rexel SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, RXEEY,20.40999985,0.793650794
Rothschild & Co SCA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, PIEJF,35.38000107,0.396825397
Rubis SCA,France,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, RBSFY,9.399999619,0.793650794
Safran SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, SAF,25.85000038,1.19047619
Sanofi SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, SAN,3.829999924,0.793650794
Sartorius Stedim Biotech SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, DIM,68.97000122,0.396825397
Savencia SA,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,5/3/2021,N,N,N,N,N,0,N,0, BHP,66.28010559,1.587301587
Schneider Electric SE,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, SBGSF,163.5200043,0.793650794
SCOR SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, SCRYY,3.230000019,0.396825397
SEB SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, SEBYF,182.9208984,0.396825397
Societe Generale SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, SCGLF,28.18000031,0.396825397
Sodexo,France,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,5/3/2021,Y,N,Y,Y,N,0,N,0, SDXAY,20.29000092,3.174603175
Soitec SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, SLOIF,210.25,0.396825397
Somfy SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, SO,66.69999695,0.396825397
Sopra Steria Group SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, SPSAF,168.5,0.396825397
Tarkett SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, TKFTF,19.04999924,0.396825397
Teleperformance SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, TLPFF,386.7399902,0.396825397
Television Francaise 1 SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, TFI,51.97999954,0.396825397
Thales,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,5/3/2021,N,Y,N,N,N,0,N,0, CSF,60.91999817,1.587301587
Tikehau Capital SCA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, TKKHF,29,0.396825397
Total SE,France,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, TTFNF,46.06999969,0.793650794
Trigano SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, TGNOF,155.2400055,0.396825397
Ubisoft Entertainment,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, UBSFF,76.06999969,0.396825397
Valeo SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, FR,50.20000076,0.793650794
Vallourec SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, VAC,180,0.396825397
Veolia Environnement SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, VEOEF,32.31999969,0.396825397
Vicat SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, SDCVF,51.00569916,0.396825397
Vinci SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, DG,217.8399963,0.396825397
Vivendi SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, VIV,8.029999733,0.396825397
Wendel SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, WNDLF,133.1999969,0.396825397
Worldline SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, WWLNF,82.55660248,0.396825397
XPO Logistics SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,5/3/2021,N,N,N,N,N,0,N,0, XPO,49.35335541,0.396825397
Accor SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, AC,39.54000092,0.396825397
Aeroports de Paris SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ADP,207.3500061,0.396825397
Air France-KLM,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, AFLYY,4.539999962,0.396825397
Air Liquide SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, AI,53.43999863,0.793650794
Albioma,France,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/15/2021,N,N,N,N,N,0,N,0, ABIO,3.140000105,0.396825397
Alstom SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ALSMY,4.21999979,0.793650794
Altarea SCA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ATRRF,211.5,0.396825397
Amundi SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, AMDUF,83.40000153,0.396825397
Arkema SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ARKAF,126.4000015,0.396825397
Atos SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, AEXAF,50.34999847,0.396825397
AXA SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, AXAHF,25.75,0.396825397
Bic,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, BB,10.90999985,0.396825397
BioMerieux SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, BIM,12300,0.793650794
BNP Paribas,France,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,Y,Y,N,N,N,0,N,0, BNPQF,60.15999985,1.984126984
Bollore SA,France,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, BOIVF,5.420000076,1.587301587
Bouygues,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, BOUYF,37.59999847,0.396825397
Bureau Veritas SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, BVRDF,31.10000038,0.396825397
Burelle SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, BUR,10.41499996,0.396825397
Caisse Regionale de Credit Agricole Mutuel de Paris et d'Ile-de-France,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, CAF,22.36000061,0.396825397
Capgemini SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, CAPMF,195.5700073,0.396825397
Carmila SAS,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, CARM,77.37999725,0.396825397
Carrefour,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, CAR,74.05000305,2.777777778
Casino Guichard-Perrachon SA,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, CAJ,23.13999939,2.777777778
CGG,France,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/15/2021,N,N,N,N,N,0,N,0, CGGYY,0.769999981,0.396825397
Christian Dior SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, CHDRF,750,0.396825397
Cie Generale des Etablissements Michelin SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, MGDDF,40.83499908,0.396825397
CNIM Group,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,7/15/2021,N,N,N,N,N,0,N,0, COM,30.29999924,0.396825397
CNP Assurances,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, CNP,25.36000061,0.396825397
Colas SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, RE,246.5899963,0.396825397
Compagnie de l`Odet,France,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, FCODF,1410,0.793650794
Compagnie de Saint-Gobain SA,France,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, CODGF,68.83000183,1.984126984
Compagnie du Cambodge,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, CBDG,0.298599988,0.396825397
Covivio SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, COV,0.035,0.396825397
Credit Agricole SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ACA,54.84000015,0.396825397
Danone SA,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, BN,40.91350174,1.984126984
Dassault Aviation SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, AM,10.10499954,0.793650794
Dassault Systemes SE,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, DASTF,51.5,0.793650794
Edenred SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, EDEN,110.0400009,0.396825397
Eiffage SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, EFGSF,101.9520035,0.396825397
Electricite de France SA,France,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ECIFF,12.89999962,0.793650794
Elior Group SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ELROF,7.199999809,0.396825397
Elis SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ELSSF,17.93670082,0.396825397
Engie SA,France,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ENGIY,13.64000034,0.793650794
Eramet SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ERMAF,65.5,0.396825397
Essilorluxottica,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, EL,327.5899963,0.396825397
Esso SAF,France,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/15/2021,N,N,N,N,N,0,N,0, ES,86.36000061,0.396825397
Etablissements Maurel & Prom,France,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/15/2021,N,N,N,N,N,0,N,0, ETX,23.19000053,0.396825397
Eurazeo SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, EUZOF,86.90000153,0.396825397
Eutelsat Communications,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, ETCMY,2.937999964,0.396825397
Faurecia SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, FURCF,45.59999847,0.396825397
Fnac Darty SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, GRUPF,66,0.396825397
Gaztransport et technigaz SA,France,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, GZPZF,94.84999847,0.793650794
Gecina Nom,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, GECFF,155.6499939,0.396825397
Getlink SE,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, GRPTF,15.92000008,0.396825397
Hermes International SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, HESAF,1505.199951,0.396825397
Icade,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, CDMGF,85.36000061,0.396825397
Imerys,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, IMYSF,53.5,0.396825397
Ipsen SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, IPSEF,102.4544678,0.396825397
JC Decaux SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, JCDXF,31,0.396825397
Kering SA,France,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, PPRUF,883.0700073,1.984126984
Klepierre,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, KLPEF,25.04999924,0.396825397
L'Oreal SA,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, LRLCF,453.2999878,1.587301587
Lagardere SCA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, LGDDF,26.35000038,0.396825397
Legrand SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, LGRDY,21.77499962,0.793650794
Lisi SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, LSIIF,23,0.396825397
LVMH Moet Hennessy Louis Vuitton SE,France,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, LVMHF,797.710022,1.984126984
Maisons du Monde France SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, MDMP,0.135000005,0.396825397
Mercialys SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, MEIYF,12.5,0.396825397
Metropole Television SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, MMT,6.360000134,0.396825397
Natixis SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, KN,19.85000038,0.396825397
Neoen SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, NOSPF,45.5,0.396825397
Nexans,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, NEX,4.335000038,0.793650794
Nexity SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, NNXXY,9.199999809,0.396825397
Orange SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, FNCTF,11.30000019,0.396825397
Orpea SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, OPA,9.670000076,0.396825397
Pernod Ricard SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, PDRDF,221.1999969,0.396825397
Peugeot Invest,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, FFPP,0.079999998,0.396825397
Plastic Omnium,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, EZM,51.65000153,0.396825397
Publicis Groupe SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, PGPEF,62.79999924,0.396825397
Remy Cointreau,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, REMYF,210.3399963,0.396825397
Renault SA,France,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, RNLSY,7.355000019,0.396825397
Rexel SA,France,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7/15/2021,N,N,N,N,N,0,N,0, RXEEY,21.88999939,0.793650794
