Company,Country,CreatedDate,Ticker,Quantity,Stock_Price,Invested_Value,ESGScore
Plastic Omnium,France,2/16/2022, EZM,10000,55.27000046,552700.0046,0.396825397
Publicis Groupe SA,France,2/16/2022, PGPEF,10000,73.15000153,731500.0153,0.396825397
Quadient SA,France,2/16/2022, NPACF,10000,19.87999916,198799.9916,0.396825397
Remy Cointreau,France,2/16/2022, REMYF,10000,193.6999969,1936999.969,0.396825397
Renault SA,France,2/16/2022, RNLSY,10000,8.470000267,84700.00267,0.396825397
Rexel SA,France,2/16/2022, RXEEY,10000,24.42000008,244200.0008,0.793650794
Rothschild & Co SCA,France,2/16/2022, PIEJF,10000,44.29999924,442999.9924,0.396825397
Rubis SCA,France,2/16/2022, RBSFY,10000,6.675000191,66750.00191,0.793650794
Safran SA,France,2/16/2022, SAFRF,10000,132.4100037,1324100.037,1.19047619
Sanofi SA,France,2/16/2022, SAN,10000,3.880000114,38800.00114,0.793650794
Sartorius Stedim Biotech SA,France,2/16/2022, DIM,10000,67.04000092,670400.0092,0.396825397
Savencia SA,France,2/16/2022, BHP,10000,61.43621826,614362.1826,1.587301587
Schneider Electric SE,France,2/16/2022, SBGSF,10000,169.3600006,1693600.006,0.793650794
SCOR SE,France,2/16/2022, SCRYY,10000,3.519999981,35199.99981,0.396825397
SEB SA,France,2/16/2022, SEBYF,10000,110.6999969,1106999.969,0.396825397
Societe Generale SA,France,2/16/2022, SCGLF,10000,39.40999985,394099.9985,0.396825397
Sodexo,France,2/16/2022, SDXAY,10000,19.48999977,194899.9977,3.174603175
Soitec SA,France,2/16/2022, SLOIF,10000,172,1720000,0.396825397
Somfy SA,France,2/16/2022, SO,10000,65.47000122,654700.0122,0.396825397
Sopra Steria Group SA,France,2/16/2022, SPSAF,10000,200,2000000,0.396825397
Suez SA,France,2/16/2022, SEV,10000,6.579999924,65799.99924,0.793650794
Tarkett SA,France,2/16/2022, TKFTF,10000,23.60000038,236000.0038,0.396825397
Teleperformance SE,France,2/16/2022, TLPFF,10000,372.8500061,3728500.061,0.396825397
Television Francaise 1 SA,France,2/16/2022, TFI,10000,49.65999985,496599.9985,0.396825397
Thales,France,2/16/2022, CSF,10000,61.22999954,612299.9954,1.587301587
Tikehau Capital SCA,France,2/16/2022, TKKHF,10000,26.45000076,264500.0076,0.396825397
TotalEnergies SE,France,2/16/2022, TTE,10000,58.79999924,587999.9924,0.793650794
Trigano SA,France,2/16/2022, TGNOF,10000,190,1900000,0.396825397
Ubisoft Entertainment,France,2/16/2022, UBSFF,10000,57.25999832,572599.9832,0.396825397
Valeo SA,France,2/16/2022, FR,10000,58.77999878,587799.9878,0.396825397
Vallourec SA,France,2/16/2022, VAC,10000,173.3500061,1733500.061,0.396825397
Veolia Environnement SA,France,2/16/2022, VEOEF,10000,35.84000015,358400.0015,0.396825397
Vicat SA,France,2/16/2022, SDCVF,10000,38.79999924,387999.9924,0.396825397
Vinci SA,France,2/16/2022, DG,10000,199.1199951,1991199.951,0.396825397
Vivendi SE,France,2/16/2022, VIV,10000,9.710000038,97100.00038,0.396825397
Wendel SE,France,2/16/2022, MF,10000,89.40000153,894000.0153,0.396825397
Worldline SA,France,2/16/2022, WWLNF,10000,52.44245148,524424.5148,0.396825397
Accor SA,France,3/16/2022, AC,10000,42.00999832,420099.9832,0.396825397
Aeroports de Paris SA,France,3/16/2022, ADP,10000,214.5599976,2145599.976,0.396825397
Air France-KLM,France,3/16/2022, AFLYY,10000,4.349999905,43499.99905,0.396825397
Air Liquide SA,France,3/16/2022, AI,10000,19.29999924,192999.9924,0.793650794
Albioma,France,3/16/2022, ABIO,10000,2.349999905,23499.99905,0.396825397
Alstom SA,France,3/16/2022, ALSMY,10000,2.359999895,23599.99895,0.793650794
Altarea SCA,France,3/16/2022, ATRRF,10000,175,1750000,0.396825397
Amundi SA,France,3/16/2022, AMDUF,10000,65.3839035,653839.035,0.396825397
Arkema SA,France,3/16/2022, ARKAF,10000,138.5,1385000,0.396825397
Atos SE,France,3/16/2022, AEXAF,10000,25.89999962,258999.9962,0.396825397
AXA SA,France,3/16/2022, AXAHF,10000,28.63999939,286399.9939,0.396825397
Bic,France,3/16/2022, BB,10000,6.579999924,65799.99924,0.396825397
BioMerieux SA,France,3/16/2022, BMXMF,10000,100.1500015,1001500.015,0.396825397
BNP Paribas,France,3/16/2022, BNPQF,10000,60.81000137,608100.0137,1.587301587
Bollore SA,France,3/16/2022, BOIVF,10000,5.130000114,51300.00114,1.587301587
Bouygues,France,3/16/2022, BOUYF,10000,34.65000153,346500.0153,0.396825397
Bureau Veritas SA,France,3/16/2022, BVRDF,10000,28.04999924,280499.9924,0.396825397
Burelle SA,France,3/16/2022, BUR,10000,9.340000153,93400.00153,0.396825397
Caisse Regionale de Credit Agricole Mutuel de Paris et d'Ile-de-France,France,3/16/2022, CAF,10000,16.56999969,165699.9969,0.396825397
Capgemini SE,France,3/16/2022, CAPMF,10000,212.3699951,2123699.951,1.19047619
Carmila SAS,France,3/16/2022, CARM,10000,12.80000019,128000.0019,0.396825397
Carrefour,France,3/16/2022, CAR,10000,282.8900146,2828900.146,2.777777778
Casino Guichard-Perrachon SA,France,3/16/2022, CAJ,10000,24.28000069,242800.0069,2.777777778
CGG,France,3/16/2022, CGGYY,10000,1,10000,0.396825397
Christian Dior SE,France,3/16/2022, CHDRF,10000,604,6040000,0.396825397
Cie Generale des Etablissements Michelin SA,France,3/16/2022, MGDDF,10000,34.34999847,343499.9847,0.396825397
CNIM Group,France,3/16/2022, COM,10000,33.29000092,332900.0092,0.396825397
CNP Assurances,France,3/16/2022, CNP,10000,28.98999977,289899.9977,0.396825397
Colas SA,France,3/16/2022, RE,10000,284.9899902,2849899.902,0.396825397
Compagnie de l`Odet,France,3/16/2022, FCODF,10000,1190,11900000,0.793650794
Compagnie de Saint-Gobain SA,France,3/16/2022, CODGF,10000,65,650000,1.587301587
Covivio SA,France,3/16/2022, GSEFF,10000,77.09290314,770929.0314,0.396825397
Credit Agricole SA,France,3/16/2022, ACA,10000,58.79000092,587900.0092,0.396825397
Danone SA,France,3/16/2022, BN,10000,44.42198944,444219.8944,1.984126984
Dassault Aviation SA,France,3/16/2022, AM,10000,9.960000038,99600.00038,0.793650794
Dassault Systemes SE,France,3/16/2022, DASTF,10000,49.04600143,490460.0143,0.793650794
Edenred SA,France,3/16/2022, EDEN,10000,99.23999786,992399.9786,0.396825397
Eiffage SA,France,3/16/2022, EFGSF,10000,90.05000305,900500.0305,0.396825397
Electricite de France SA,France,3/16/2022, ECIFF,10000,9.5,95000,0.793650794
Elis SA,France,3/16/2022, ELSSF,10000,13.85000038,138500.0038,0.396825397
Engie SA,France,3/16/2022, ENGIY,10000,13.32999992,133299.9992,1.19047619
Eramet SA,France,3/16/2022, ERMAF,10000,128.7100067,1287100.067,0.396825397
Essilorluxottica,France,3/16/2022, EL,10000,272.3800049,2723800.049,0.396825397
Esso SAF,France,3/16/2022, ES,10000,84.36000061,843600.0061,0.396825397
Etablissements Maurel & Prom,France,3/16/2022, ETX,10000,21.87999916,218799.9916,0.396825397
Eurazeo SE,France,3/16/2022, EUZOF,10000,79.74990082,797499.0082,0.396825397
Eutelsat Communications,France,3/16/2022, ETCMY,10000,2.5,25000,0.396825397
Faurecia SE,France,3/16/2022, FURCF,10000,29.89999962,298999.9962,0.396825397
Fnac Darty SA,France,3/16/2022, GRUPF,10000,66,660000,0.396825397
Gaztransport et technigaz SA,France,3/16/2022, GZPZF,10000,76.15000153,761500.0153,0.793650794
Gecina Nom,France,3/16/2022, GECFF,10000,116.4499969,1164499.969,0.396825397
Getlink SE,France,3/16/2022, GET,10000,1.320000052,13200.00052,0.396825397
Hermes International SA,France,3/16/2022, HESAF,10000,1366.540039,13665400.39,0.396825397
Icade,France,3/16/2022, CDMGF,10000,60.15499878,601549.9878,0.396825397
Imerys,France,3/16/2022, IMYSF,10000,43,430000,0.396825397
Ipsen SA,France,3/16/2022, IPSEF,10000,103.3002014,1033002.014,0.396825397
JC Decaux SA,France,3/16/2022, JCDXF,10000,22.70000076,227000.0076,0.396825397
Kering SA,France,3/16/2022, PPRUF,10000,664.9199829,6649199.829,1.984126984
Klepierre,France,3/16/2022, KLPEF,10000,26.02000046,260200.0046,0.396825397
L'Oreal SA,France,3/16/2022, LRLCF,10000,407.4200134,4074200.134,1.587301587
La Francaise Des Jeux SA,France,3/16/2022, LFDJF,10000,36.70999908,367099.9908,0.396825397
Lagardere SA,France,3/16/2022, LGDDF,10000,26.48999977,264899.9977,0.396825397
Legrand SA,France,3/16/2022, LGRDY,10000,19.87000084,198700.0084,0.793650794
Lisi SA,France,3/16/2022, LSIIF,10000,23.57999992,235799.9992,0.396825397
LVMH Moet Hennessy Louis Vuitton SE,France,3/16/2022, LVMHF,10000,709.7600098,7097600.098,1.984126984
Maisons du Monde France SA,France,3/16/2022, MDMP,10000,0.150000006,1500.00006,0.396825397
Mercialys SA,France,3/16/2022, MEIYF,10000,9.300000191,93000.00191,0.396825397
Metropole Television SA,France,3/16/2022, MMT,10000,5.110000134,51100.00134,0.396825397
Nexans,France,3/16/2022, NEX,10000,8.680000305,86800.00305,0.793650794
Nexity SA,France,3/16/2022, NNXXY,10000,9.199999809,91999.99809,0.396825397
Orange SA,France,3/16/2022, FNCTF,10000,11.30000019,113000.0019,0.396825397
Orpea SA,France,3/16/2022, OPA,10000,9.920000076,99200.00076,0.396825397
Pernod Ricard SA,France,3/16/2022, PDRDF,10000,207.0200043,2070200.043,0.396825397
Peugeot Invest,France,3/16/2022, FFPP,10000,0.045000002,450.00002,0.396825397
Plastic Omnium,France,3/16/2022, EZM,10000,54.36000061,543600.0061,0.396825397
Publicis Groupe SA,France,3/16/2022, PGPEF,10000,60.13999939,601399.9939,0.396825397
Quadient SA,France,3/16/2022, NPACF,10000,18.86000061,188600.0061,0.396825397
Remy Cointreau,France,3/16/2022, REMYF,10000,187,1870000,0.396825397
Renault SA,France,3/16/2022, RNLSY,10000,5.559999943,55599.99943,0.396825397
Rexel SA,France,3/16/2022, RXEEY,10000,20.52000046,205200.0046,0.793650794
Rothschild & Co SCA,France,3/16/2022, PIEJF,10000,39.52999878,395299.9878,0.396825397
Rubis SCA,France,3/16/2022, RBSFY,10000,6.090000153,60900.00153,0.793650794
Safran SA,France,3/16/2022, SAFRF,10000,116.5800018,1165800.018,1.19047619
Sanofi SA,France,3/16/2022, SAN,10000,3.49000001,34900.0001,0.793650794
Sartorius Stedim Biotech SA,France,3/16/2022, DIM,10000,63.79000092,637900.0092,0.396825397
Savencia SA,France,3/16/2022, BHP,10000,59.74130249,597413.0249,1.587301587
Schneider Electric SE,France,3/16/2022, SBGSF,10000,171.0200043,1710200.043,0.793650794
SCOR SE,France,3/16/2022, SCRYY,10000,3.170000076,31700.00076,0.396825397
SEB SA,France,3/16/2022, SEBYF,10000,145,1450000,0.396825397
Societe Generale SA,France,3/16/2022, SCGLF,10000,27.85000038,278500.0038,0.396825397
Sodexo,France,3/16/2022, SDXAY,10000,16.85000038,168500.0038,3.174603175
Soitec SA,France,3/16/2022, SLOIF,10000,147.25,1472500,0.396825397
Somfy SA,France,3/16/2022, SO,10000,68.68000031,686800.0031,0.396825397
Sopra Steria Group SA,France,3/16/2022, SPSAF,10000,200,2000000,0.396825397
Teleperformance SE,France,3/16/2022, TLPFF,10000,388,3880000,0.396825397
Television Francaise 1 SA,France,3/16/2022, TFI,10000,48.59000015,485900.0015,0.396825397
Thales,France,3/16/2022, CSF,10000,60.39899826,603989.9826,1.587301587
Tikehau Capital SCA,France,3/16/2022, TKKHF,10000,26.45000076,264500.0076,0.396825397
TotalEnergies SE,France,3/16/2022, TTE,10000,50.84000015,508400.0015,0.793650794
Trigano SA,France,3/16/2022, TRI,10000,104.5999985,1045999.985,0.396825397
Ubisoft Entertainment,France,3/16/2022, UBSFF,10000,42.45000076,424500.0076,0.396825397
Valeo SA,France,3/16/2022, FR,10000,58.93000031,589300.0031,0.396825397
Vallourec SA,France,3/16/2022, VAC,10000,158.25,1582500,0.396825397
Veolia Environnement SA,France,3/16/2022, VEOEF,10000,32.50999832,325099.9832,0.396825397
Vicat SA,France,3/16/2022, SDCVF,10000,38,380000,0.396825397
Vinci SA,France,3/16/2022, DG,10000,215.7899933,2157899.933,0.396825397
Vivendi SE,France,3/16/2022, VIV,10000,10.02000046,100200.0046,0.396825397
Wendel SE,France,3/16/2022, MF,10000,54,540000,0.396825397
Worldline SA,France,3/16/2022, WWLNF,10000,46.13872147,461387.2147,0.396825397
Accor SA,France,4/11/2022, AC,10000,38.31000137,383100.0137,0.396825397
Aeroports de Paris SA,France,4/11/2022, ADP,10000,238.7200012,2387200.012,0.396825397
Air France-KLM,France,4/11/2022, AFLYY,10000,4.409999847,44099.99847,0.396825397
Air Liquide SA,France,4/11/2022, AI,10000,21.07999992,210799.9992,0.793650794
Albioma,France,4/11/2022, ABIO,10000,2.400000095,24000.00095,0.396825397
Alstom SA,France,4/11/2022, ALSMY,10000,2.24000001,22400.0001,0.793650794
Altarea SCA,France,4/11/2022, ATRRF,10000,175,1750000,0.396825397
Amundi SA,France,4/11/2022, AMDUF,10000,65.35500336,653550.0336,0.396825397
Arkema SA,France,4/11/2022, ARKAF,10000,138.5,1385000,0.396825397
Atos SE,France,4/11/2022, AEXAF,10000,24.97999954,249799.9954,0.396825397
AXA SA,France,4/11/2022, AXAHF,10000,28.61000061,286100.0061,0.396825397
Bic,France,4/11/2022, BB,10000,6.820000172,68200.00172,0.396825397
BioMerieux SA,France,4/11/2022, BMXMF,10000,106.8499985,1068499.985,0.396825397
BNP Paribas,France,4/11/2022, BNPQF,10000,52.47000122,524700.0122,1.587301587
Bollore SE,France,4/11/2022, BOIVF,10000,4.989999771,49899.99771,1.587301587
Bouygues,France,4/11/2022, BOUYF,10000,35.00999832,350099.9832,0.396825397
Bureau Veritas SA,France,4/11/2022, BVRDF,10000,27.29999924,272999.9924,0.396825397
Burelle SA,France,4/11/2022, BUR,10000,9.359999657,93599.99657,0.396825397
Caisse Regionale de Credit Agricole Mutuel de Paris et d'Ile-de-France,France,4/11/2022, CAF,10000,16.03000069,160300.0069,0.396825397
Capgemini SE,France,4/11/2022, CAPMF,10000,211,2110000,1.19047619
Carmila SAS,France,4/11/2022, CARM,10000,11.60000038,116000.0038,0.396825397
Carrefour,France,4/11/2022, CAR,10000,261.8999939,2618999.939,2.777777778
Casino Guichard-Perrachon SA,France,4/11/2022, CAJ,10000,24,240000,2.777777778
